0.001	100	t46
0.002	100	t46
0.003	100	t46
0.004	100	t46
0.005	100	t46
0.006	100	t46
0.007	100	t46
0.008	100	t46
0.009	100	t46
0.010	100	t46
0.011	100	t46
0.012	100	t46
0.013	100	t46
0.014	100	t46
0.015	100	t46
0.016	100	t46
0.017	100	t46
0.018	100	t46
0.001	150	t46
0.002	150	t46
0.003	150	t46
0.004	150	t46
0.005	150	t46
0.006	150	t46
0.007	150	t46
0.008	150	t46
0.009	150	t46
0.010	150	t46
0.011	150	t46
0.012	150	t46
0.013	150	t46
0.014	150	t46
0.015	150	t46
0.016	150	t46
0.017	150	t46
0.018	150	t46
0.001	200	t46
0.002	200	t46
0.003	200	t46
0.004	200	t46
0.005	200	t46
0.006	200	t46
0.007	200	t46
0.008	200	t46
0.009	200	t46
0.010	200	t46
0.011	200	t46
0.012	200	t46
0.013	200	t46
0.014	200	t46
0.015	200	t46
0.016	200	t46
0.017	200	t46
0.018	200	t46
0.001	100	t47
0.002	100	t47
0.003	100	t47
0.004	100	t47
0.005	100	t47
0.006	100	t47
0.007	100	t47
0.008	100	t47
0.009	100	t47
0.010	100	t47
0.011	100	t47
0.012	100	t47
0.013	100	t47
0.014	100	t47
0.015	100	t47
0.016	100	t47
0.017	100	t47
0.018	100	t47
0.001	150	t47
0.002	150	t47
0.003	150	t47
0.004	150	t47
0.005	150	t47
0.006	150	t47
0.007	150	t47
0.008	150	t47
0.009	150	t47
0.010	150	t47
0.011	150	t47
0.012	150	t47
0.013	150	t47
0.014	150	t47
0.015	150	t47
0.016	150	t47
0.017	150	t47
0.018	150	t47
0.001	200	t47
0.002	200	t47
0.003	200	t47
0.004	200	t47
0.005	200	t47
0.006	200	t47
0.007	200	t47
0.008	200	t47
0.009	200	t47
0.010	200	t47
0.011	200	t47
0.012	200	t47
0.013	200	t47
0.014	200	t47
0.015	200	t47
0.016	200	t47
0.017	200	t47
0.018	200	t47
0.001	100	t48
0.002	100	t48
0.003	100	t48
0.004	100	t48
0.005	100	t48
0.006	100	t48
0.007	100	t48
0.008	100	t48
0.009	100	t48
0.010	100	t48
0.011	100	t48
0.012	100	t48
0.013	100	t48
0.014	100	t48
0.015	100	t48
0.016	100	t48
0.017	100	t48
0.018	100	t48
0.001	150	t48
0.002	150	t48
0.003	150	t48
0.004	150	t48
0.005	150	t48
0.006	150	t48
0.007	150	t48
0.008	150	t48
0.009	150	t48
0.010	150	t48
0.011	150	t48
0.012	150	t48
0.013	150	t48
0.014	150	t48
0.015	150	t48
0.016	150	t48
0.017	150	t48
0.018	150	t48
0.001	200	t48
0.002	200	t48
0.003	200	t48
0.004	200	t48
0.005	200	t48
0.006	200	t48
0.007	200	t48
0.008	200	t48
0.009	200	t48
0.010	200	t48
0.011	200	t48
0.012	200	t48
0.013	200	t48
0.014	200	t48
0.015	200	t48
0.016	200	t48
0.017	200	t48
0.018	200	t48
0.001	100	t49
0.002	100	t49
0.003	100	t49
0.004	100	t49
0.005	100	t49
0.006	100	t49
0.007	100	t49
0.008	100	t49
0.009	100	t49
0.010	100	t49
0.011	100	t49
0.012	100	t49
0.013	100	t49
0.014	100	t49
0.015	100	t49
0.016	100	t49
0.017	100	t49
0.018	100	t49
0.001	150	t49
0.002	150	t49
0.003	150	t49
0.004	150	t49
0.005	150	t49
0.006	150	t49
0.007	150	t49
0.008	150	t49
0.009	150	t49
0.010	150	t49
0.011	150	t49
0.012	150	t49
0.013	150	t49
0.014	150	t49
0.015	150	t49
0.016	150	t49
0.017	150	t49
0.018	150	t49
0.001	200	t49
0.002	200	t49
0.003	200	t49
0.004	200	t49
0.005	200	t49
0.006	200	t49
0.007	200	t49
0.008	200	t49
0.009	200	t49
0.010	200	t49
0.011	200	t49
0.012	200	t49
0.013	200	t49
0.014	200	t49
0.015	200	t49
0.016	200	t49
0.017	200	t49
0.018	200	t49
