w2:4.3cm;l2:30.3cm;w1:4cm;l1:23.75cm;;;;;;;;;;;;;;;;;
11.35;0.639893;-0.763733;-0.0814819;0.0251465;69;-983;-165;0.063;0.188;0.063;-45;176.875;-1.875;1.60991;-1.68005;0.0623061;0.238619;-0.153793;-0.0514753;-0.0679144
11.36;0.639893;-0.763733;-0.0814819;0.0251465;71;-983;-178;0.063;0.063;-0.063;-45;176.875;-1.875;1.60991;-1.68005;0.0623061;0.238534;-0.153793;-0.0514753;-0.0679144
11.37;0.639893;-0.763733;-0.0814819;0.0251465;65;-977;-181;0.063;0;0.188;-45;176.875;-1.875;1.60991;-1.68008;0.0622605;0.238534;-0.153873;-0.0515544;-0.0679144
11.38;0.639893;-0.763733;-0.0814819;0.0251465;56;-984;-172;0.25;-0.063;0.063;-45;176.875;-1.875;1.60991;-1.68005;0.0623061;0.238619;-0.153714;-0.0515544;-0.0678116
11.39;0.639893;-0.763733;-0.0814819;0.0251465;56;-984;-172;0.25;-0.063;0.063;-45;176.875;-1.875;1.60991;-1.68008;0.0622605;0.238534;-0.153873;-0.0515544;-0.0678116
11.4;0.639893;-0.763733;-0.0814819;0.0251465;59;-985;-169;0.063;-0.125;-0.063;-48.75;170;-10;1.60991;-1.68005;0.0623061;0.238534;-0.153873;-0.0515544;-0.0678116
11.41;0.639893;-0.763733;-0.0814819;0.0251465;66;-985;-182;0.375;0;-0.063;-48.75;170;-10;1.60991;-1.68005;0.0623061;0.238534;-0.153793;-0.0516335;-0.0679144
11.42;0.639893;-0.763733;-0.0814819;0.0251465;61;-984;-177;0.125;-0.063;-0.25;-48.75;170;-10;1.60991;-1.68005;0.0623061;0.238534;-0.154031;-0.0513963;-0.0679144
11.43;0.639893;-0.763733;-0.0814819;0.0251465;61;-984;-177;0.125;-0.063;-0.25;-48.75;170;-10;1.60991;-1.68005;0.0623061;0.238534;-0.154031;-0.0513963;-0.0679144
11.44;0.639893;-0.763733;-0.0814819;0.0251465;60;-983;-178;0.188;-0.063;-0.063;-45;176.875;1.875;1.60991;-1.68008;0.0622605;0.238534;-0.153714;-0.0515544;-0.0679144
11.45;0.639893;-0.763733;-0.0814819;0.0251465;68;-985;-166;-0.125;-0.063;-0.188;-45;176.875;1.875;1.60991;-1.68008;0.0622605;0.238534;-0.153793;-0.0514753;-0.0678116
11.46;0.639893;-0.763733;-0.0814819;0.0251465;68;-985;-166;-0.125;-0.063;-0.188;-45;176.875;1.875;1.60991;-1.68005;0.0623061;0.238619;-0.153873;-0.0515544;-0.0679144
11.47;0.639893;-0.763733;-0.0814819;0.0251465;64;-981;-173;-0.125;0.313;-0.125;-45;176.875;1.875;1.60991;-1.68005;0.0623061;0.238619;-0.153793;-0.0516335;-0.0679144
11.48;0.639893;-0.763733;-0.0814819;0.0251465;72;-982;-172;0;-0.125;0.063;-45;176.875;1.875;1.60991;-1.68005;0.0623061;0.238534;-0.153793;-0.0516335;-0.0679144
11.49;0.639893;-0.763733;-0.0814819;0.0251465;73;-984;-166;0;0;-0.063;-51.875;172.5;-1.875;1.60991;-1.68005;0.0623061;0.238534;-0.153873;-0.0515544;-0.0679144
11.5;0.639893;-0.763733;-0.0814819;0.0251465;73;-984;-166;0;0;-0.063;-51.875;172.5;-1.875;1.60991;-1.68005;0.0623061;0.238619;-0.153873;-0.0515544;-0.0679144
11.51;0.639893;-0.763733;-0.0814819;0.0251465;59;-979;-177;0.25;0.125;0;-51.875;172.5;-1.875;1.60991;-1.68008;0.0622605;0.238619;-0.153793;-0.0516335;-0.0679144
11.52;0.639893;-0.763733;-0.0814819;0.0251465;65;-981;-180;0;-0.188;0;-51.875;172.5;-1.875;1.60991;-1.68008;0.0622605;0.238534;-0.153873;-0.0515544;-0.0679144
11.53;0.639893;-0.763733;-0.0814819;0.0251465;64;-985;-167;0;-0.188;-0.188;-51.875;172.5;-1.875;1.60991;-1.68005;0.0623061;0.238534;-0.153714;-0.0515544;-0.0679144
11.54;0.639893;-0.763733;-0.0814819;0.0251465;64;-985;-167;0;-0.188;-0.188;-51.875;172.5;-1.875;1.60991;-1.68005;0.0623061;0.238534;-0.153793;-0.0516335;-0.0679144
11.56;0.639893;-0.763733;-0.0814819;0.0251465;64;-991;-161;-0.125;0;0.125;-48.75;172.5;-5.625;1.60991;-1.68005;0.0623061;0.238619;-0.153873;-0.0515544;-0.0679144
11.57;0.639893;-0.763733;-0.0814819;0.0251465;65;-977;-190;-0.313;0;0;-48.75;172.5;-5.625;1.60991;-1.68005;0.0623061;0.238619;-0.153873;-0.0515544;-0.0679144
11.58;0.639893;-0.763733;-0.0814819;0.0251465;59;-991;-163;-0.188;0.063;0;-48.75;172.5;-5.625;1.60991;-1.68008;0.0622605;0.238619;-0.153793;-0.0516335;-0.0679144
11.59;0.639893;-0.763733;-0.0814819;0.0251465;59;-991;-163;-0.188;0.063;0;-48.75;172.5;-5.625;1.60991;-1.68008;0.0622605;0.238619;-0.153793;-0.0516335;-0.0679144
11.6;0.639893;-0.763733;-0.0814819;0.0251465;69;-982;-168;-0.188;-0.125;0.063;-48.75;172.5;-1.875;1.60991;-1.68008;0.0622605;0.238534;-0.153793;-0.0516335;-0.0679144
11.61;0.639893;-0.763733;-0.0814819;0.0251465;69;-985;-174;0.125;0.125;0;-48.75;172.5;-1.875;1.60995;-1.68005;0.0623061;0.238534;-0.153873;-0.0515544;-0.0679144
11.62;0.639893;-0.763733;-0.0814819;0.0251465;69;-985;-174;0.125;0.125;0;-48.75;172.5;-1.875;1.60991;-1.68008;0.0622605;0.238619;-0.153952;-0.0514753;-0.0678116
11.63;0.639893;-0.763733;-0.0814819;0.0251465;69;-983;-178;-0.063;0.125;0.063;-48.75;172.5;-1.875;1.60991;-1.68005;0.0623061;0.238534;-0.153952;-0.0516335;-0.0678116
11.64;0.639893;-0.763733;-0.0814819;0.0251465;57;-985;-171;-0.125;-0.063;0;-48.75;172.5;-17.5;1.60991;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0679144
11.65;0.639893;-0.763733;-0.0814819;0.0251465;66;-981;-172;0.125;0.313;-0.063;-48.75;172.5;-17.5;1.60991;-1.68008;0.0622605;0.238619;-0.153793;-0.0516335;-0.0679144
11.66;0.639893;-0.763733;-0.0814819;0.0251465;66;-981;-172;0.125;0.313;-0.063;-48.75;172.5;-17.5;1.60995;-1.68005;0.0623061;0.238619;-0.153873;-0.0515544;-0.0679144
11.67;0.639893;-0.763733;-0.0814819;0.0251465;67;-981;-185;0;0.063;0.063;-48.75;172.5;-17.5;1.60991;-1.68005;0.0623061;0.238534;-0.153952;-0.0516335;-0.0679144
11.68;0.639893;-0.763733;-0.0814819;0.0251465;71;-985;-173;-0.313;-0.063;0.125;-48.75;172.5;-17.5;1.60991;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
11.69;0.639893;-0.763733;-0.0814819;0.0251465;63;-986;-173;-0.25;-0.188;0.125;-45;172.5;-10;1.60991;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0679144
11.7;0.639893;-0.763733;-0.0814819;0.0251465;63;-986;-173;-0.25;-0.188;0.125;-45;172.5;-10;1.60991;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0679144
11.71;0.639893;-0.763733;-0.0814819;0.0251465;58;-981;-173;-0.188;0.063;0;-45;172.5;-10;1.60991;-1.68005;0.0623061;0.238619;-0.153873;-0.0515544;-0.0679144
11.72;0.639893;-0.763733;-0.0814819;0.0251465;59;-985;-174;-0.063;0.125;0;-45;172.5;-10;1.60995;-1.68005;0.0623061;0.238619;-0.15411;-0.0514753;-0.0679144
11.73;0.639893;-0.763733;-0.0814819;0.0251465;71;-985;-172;-0.125;0.188;-0.063;-45;172.5;-10;1.60991;-1.68005;0.0623061;0.238619;-0.153873;-0.0515544;-0.0679144
11.74;0.639893;-0.763733;-0.0814819;0.0251465;71;-985;-172;-0.125;0.188;-0.063;-45;172.5;-10;1.60995;-1.68008;0.0622605;0.238534;-0.153873;-0.0515544;-0.0680171
11.75;0.639893;-0.763733;-0.0814819;0.0251465;61;-985;-159;-0.063;0;-0.188;-48.75;172.5;-1.875;1.60991;-1.68008;0.0622605;0.238534;-0.153873;-0.0515544;-0.0679144
11.76;0.639893;-0.763733;-0.0814819;0.0251465;71;-978;-174;0;0;0;-48.75;172.5;-1.875;1.60991;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0679144
11.77;0.639893;-0.763733;-0.0814819;0.0251465;61;-985;-181;-0.063;-0.188;-0.063;-48.75;172.5;-1.875;1.60991;-1.68008;0.0622605;0.238534;-0.154031;-0.0513963;-0.0679144
11.78;0.639893;-0.763733;-0.0814819;0.0251465;61;-985;-181;-0.063;-0.188;-0.063;-48.75;172.5;-1.875;1.60991;-1.68005;0.0623061;0.238619;-0.153793;-0.0516335;-0.0679144
11.79;0.639893;-0.763733;-0.0814819;0.0251465;71;-982;-176;0.063;-0.063;0.125;-48.75;172.5;-1.875;1.60991;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0679144
11.8;0.639893;-0.763733;-0.0814819;0.0251465;69;-988;-162;-0.25;0;0;-40.625;172.5;-1.875;1.60991;-1.68008;0.0622605;0.238619;-0.153952;-0.0514753;-0.0679144
11.81;0.639893;-0.763733;-0.0814819;0.0251465;68;-982;-181;-0.25;0.188;0;-40.625;172.5;-1.875;1.60991;-1.68008;0.0622605;0.238534;-0.153952;-0.0516335;-0.0679144
11.82;0.639893;-0.763733;-0.0814819;0.0251465;68;-982;-181;-0.25;0.188;0;-40.625;172.5;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0517125;-0.0679144
11.83;0.639893;-0.763733;-0.0814819;0.0251465;58;-989;-177;-0.063;0;0.188;-40.625;172.5;-1.875;1.60991;-1.68008;0.0622605;0.238534;-0.153873;-0.0517125;-0.0679144
11.84;0.639893;-0.763733;-0.0814819;0.0251465;63;-982;-163;-0.063;-0.188;0;-45;176.875;-10;1.60991;-1.68005;0.0623061;0.238534;-0.153952;-0.0516335;-0.0679144
11.85;0.639893;-0.763733;-0.0814819;0.0251465;63;-982;-163;-0.063;-0.188;0;-45;176.875;-10;1.60995;-1.68005;0.0623061;0.238619;-0.153873;-0.0515544;-0.0679144
11.86;0.639893;-0.763733;-0.0814819;0.0251465;63;-979;-170;-0.063;0.063;-0.063;-45;176.875;-10;1.60995;-1.68005;0.0623061;0.238619;-0.153952;-0.0516335;-0.0679144
11.87;0.639893;-0.763733;-0.0814819;0.0251465;74;-983;-177;0.125;0.25;-0.125;-45;176.875;-10;1.60991;-1.68005;0.0623061;0.238619;-0.153952;-0.0516335;-0.0679144
11.88;0.639893;-0.763733;-0.0814819;0.0251465;61;-987;-170;-0.063;-0.375;-0.063;-45;176.875;-10;1.60991;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
11.89;0.639893;-0.763733;-0.0814819;0.0251465;59;-985;-172;-0.063;0.063;0.063;-48.75;170;1.875;1.60991;-1.6801;0.0623061;0.238619;-0.153793;-0.0516335;-0.0679144
11.9;0.639893;-0.763733;-0.0814819;0.0251465;59;-985;-172;-0.063;0.063;0.063;-48.75;170;1.875;1.60991;-1.68008;0.0622605;0.238619;-0.153714;-0.0515544;-0.0679144
11.91;0.639893;-0.763733;-0.0814819;0.0251465;57;-985;-171;-0.125;0.063;-0.063;-48.75;170;1.875;1.60991;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0679144
11.92;0.639893;-0.763733;-0.0814819;0.0251465;73;-983;-180;0.063;-0.188;0.125;-48.75;170;1.875;1.60995;-1.68005;0.0623061;0.238619;-0.153952;-0.0516335;-0.0679144
11.93;0.639893;-0.763733;-0.0814819;0.0251465;62;-987;-169;-0.125;-0.063;0;-48.75;170;1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
11.94;0.639893;-0.763733;-0.0814819;0.0251465;62;-987;-169;-0.125;-0.063;0;-48.75;170;1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153793;-0.0516335;-0.0679144
11.95;0.639893;-0.763733;-0.0814819;0.0251465;56;-985;-168;0.125;-0.063;-0.063;-55.625;180.625;5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0679144
11.96;0.639893;-0.763733;-0.0814819;0.0251465;59;-983;-173;-0.125;-0.063;0.125;-55.625;180.625;5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153793;-0.0516335;-0.0679144
11.97;0.639893;-0.763733;-0.0814819;0.0251465;66;-985;-177;0.063;0.25;-0.188;-55.625;180.625;5.625;1.60995;-1.68008;0.0622605;0.238534;-0.153952;-0.0516335;-0.0679144
11.98;0.639893;-0.763733;-0.0814819;0.0251465;66;-985;-177;0.063;0.25;-0.188;-55.625;180.625;5.625;1.60991;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
11.9899;0.639893;-0.763733;-0.0814819;0.0251465;71;-984;-159;-0.125;0.063;0;-55.625;180.625;5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.01;0.639893;-0.763733;-0.0814819;0.0251465;60;-981;-184;-0.125;0;0.063;-45;176.875;5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153793;-0.0516335;-0.0679144
12.02;0.639893;-0.763733;-0.0814819;0.0251465;60;-981;-184;-0.125;0;0.063;-45;176.875;5.625;1.60995;-1.68005;0.0623061;0.238619;-0.153952;-0.0514753;-0.0679144
12.03;0.639893;-0.763733;-0.0814819;0.0251465;55;-981;-172;0;0.313;0;-45;176.875;5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0514753;-0.0679144
12.04;0.639893;-0.763733;-0.0814819;0.0251465;64;-987;-169;-0.25;0.125;-0.125;-40.625;170;1.875;1.60995;-1.68008;0.0622605;0.238619;-0.15411;-0.0514753;-0.0679144
12.05;0.639893;-0.763733;-0.0814819;0.0251465;64;-987;-169;-0.25;0.125;-0.125;-40.625;170;1.875;1.60995;-1.68008;0.0622605;0.238619;-0.15411;-0.0514753;-0.0679144
12.06;0.639893;-0.763733;-0.0814819;0.0251465;63;-988;-165;-0.125;-0.125;-0.063;-40.625;170;1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153793;-0.0516335;-0.0679144
12.07;0.639893;-0.763733;-0.0814819;0.0251465;65;-987;-175;-0.313;-0.188;0.125;-40.625;170;1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0679144
12.08;0.639893;-0.763733;-0.0814819;0.0251465;65;-986;-179;0.063;0.125;0.125;-40.625;170;1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.09;0.639893;-0.763733;-0.0814819;0.0251465;57;-981;-176;0.063;0;0;-51.875;176.875;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.1;0.639893;-0.763733;-0.0814819;0.0251465;57;-981;-176;0.063;0;0;-51.875;176.875;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.11;0.639893;-0.763733;-0.0814819;0.0251465;64;-985;-169;-0.063;0.25;0.063;-51.875;176.875;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.154031;-0.0515544;-0.0679144
12.1199;0.639893;-0.763733;-0.0814819;0.0251465;62;-978;-182;0.125;-0.188;0;-51.875;176.875;-1.875;1.60991;-1.68008;0.0622605;0.238619;-0.154031;-0.0515544;-0.0679144
12.13;0.639893;-0.763733;-0.0814819;0.0251465;59;-983;-172;0.125;0.125;-0.063;-51.875;176.875;-1.875;1.60995;-1.68008;0.0622605;0.238534;-0.153873;-0.0517125;-0.0679144
12.14;0.639893;-0.763733;-0.0814819;0.0251465;59;-983;-172;0.125;0.125;-0.063;-51.875;176.875;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0680171
12.15;0.639893;-0.763733;-0.0814819;0.0251465;54;-986;-169;0.125;0.063;0.063;-33.75;180.625;-10;1.60995;-1.68008;0.0622605;0.238534;-0.153952;-0.0516335;-0.0679144
12.16;0.639893;-0.763733;-0.0814819;0.0251465;60;-983;-166;-0.188;-0.25;0.063;-33.75;180.625;-10;1.60995;-1.68008;0.0622605;0.238619;-0.154031;-0.0515544;-0.0679144
12.17;0.639893;-0.763733;-0.0814819;0.0251465;67;-985;-171;0.125;-0.25;0.063;-33.75;180.625;-10;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0680171
12.18;0.639893;-0.763733;-0.0814819;0.0251465;67;-985;-171;0.125;-0.25;0.063;-33.75;180.625;-10;1.60995;-1.68005;0.0623061;0.238619;-0.153873;-0.0515544;-0.0679144
12.19;0.639893;-0.763733;-0.0814819;0.0251465;70;-980;-172;0.125;0.063;0.125;-33.75;180.625;-10;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.2;0.639893;-0.763733;-0.0814819;0.0251465;66;-985;-165;0.25;0.125;0.063;-45;172.5;-5.625;1.60991;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.21;0.639893;-0.763733;-0.0814819;0.0251465;66;-985;-165;0.25;0.125;0.063;-45;172.5;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153793;-0.0516335;-0.0679144
12.22;0.639893;-0.763733;-0.0814819;0.0251465;64;-982;-176;0.188;0.125;0.063;-45;172.5;-5.625;1.60991;-1.68008;0.0622605;0.238619;-0.154189;-0.0515544;-0.0679144
12.2299;0.639893;-0.763733;-0.0814819;0.0251465;58;-985;-175;0.125;-0.063;-0.063;-45;172.5;-5.625;1.60995;-1.68005;0.0622149;0.238619;-0.154031;-0.0513963;-0.0679144
12.24;0.639893;-0.763733;-0.0814819;0.0251465;72;-984;-174;-0.25;-0.063;-0.188;-40.625;172.5;1.875;1.60995;-1.68005;0.0623061;0.238619;-0.153873;-0.0515544;-0.0679144
12.25;0.639893;-0.763733;-0.0814819;0.0251465;72;-984;-174;-0.25;-0.063;-0.188;-40.625;172.5;1.875;1.60995;-1.68005;0.0623061;0.238619;-0.153952;-0.0516335;-0.0679144
12.26;0.639893;-0.763733;-0.0814819;0.0251465;59;-988;-167;-0.063;0.125;-0.063;-40.625;172.5;1.875;1.60995;-1.68008;0.0622605;0.238619;-0.15411;-0.0516335;-0.0679144
12.27;0.639893;-0.763733;-0.0814819;0.0251465;59;-982;-189;0.063;0.188;0;-40.625;172.5;1.875;1.60995;-1.68008;0.0622605;0.238619;-0.154031;-0.0517125;-0.0679144
12.28;0.639893;-0.763733;-0.0814819;0.0251465;66;-982;-174;0;-0.063;-0.063;-40.625;172.5;1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0679144
12.29;0.639893;-0.763733;-0.0814819;0.0251465;63;-986;-169;0.125;0;0;-40.625;170;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0679144
12.3;0.639893;-0.763733;-0.0814819;0.0251465;63;-986;-169;0.125;0;0;-40.625;170;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0679144
12.31;0.639893;-0.763733;-0.0814819;0.0251465;64;-983;-163;-0.063;0;0;-40.625;170;-5.625;1.60995;-1.68008;0.0622605;0.238534;-0.153952;-0.0516335;-0.0680171
12.32;0.639893;-0.763733;-0.0814819;0.0251465;62;-983;-183;0.125;0.063;-0.063;-40.625;170;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.33;0.639893;-0.763733;-0.0814819;0.0251465;64;-984;-170;-0.125;0.063;-0.063;-40.625;170;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0517125;-0.0679144
12.34;0.639893;-0.763733;-0.0814819;0.0251465;64;-984;-170;-0.125;0.063;-0.063;-40.625;170;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.154031;-0.0515544;-0.0679144
12.35;0.639893;-0.763733;-0.0814819;0.0251465;70;-984;-170;0.063;-0.063;0.125;-45;170;-1.875;1.60991;-1.68008;0.0622605;0.238619;-0.154031;-0.0515544;-0.0679144
12.36;0.639893;-0.763733;-0.0814819;0.0251465;65;-982;-177;-0.188;-0.063;-0.125;-45;170;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0680171
12.37;0.639893;-0.763733;-0.0814819;0.0251465;65;-982;-177;-0.188;-0.063;-0.125;-45;170;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.38;0.639893;-0.763733;-0.0814819;0.0251465;58;-985;-174;0.063;0.063;-0.125;-45;170;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.154031;-0.0515544;-0.0680171
12.39;0.639893;-0.763733;-0.0814819;0.0251465;61;-987;-168;-0.063;-0.125;-0.063;-45;170;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153793;-0.0517916;-0.0679144
12.4;0.639893;-0.763733;-0.0814819;0.0251465;62;-985;-170;-0.063;0.063;-0.063;-48.75;170;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0517125;-0.0680171
12.41;0.639893;-0.763733;-0.0814819;0.0251465;62;-985;-170;-0.063;0.063;-0.063;-48.75;170;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.154031;-0.0515544;-0.0679144
12.42;0.639893;-0.763733;-0.0814819;0.0251465;54;-982;-176;0.125;0.063;0;-48.75;170;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0680171
12.43;0.639893;-0.763733;-0.0814819;0.0251465;71;-982;-179;-0.063;0;0.25;-48.75;170;-1.875;1.60995;-1.68008;0.0622605;0.238534;-0.153952;-0.0516335;-0.0679144
12.44;0.639893;-0.763733;-0.0814819;0.0251465;58;-983;-172;-0.188;0;0.125;-55.625;172.5;-13.75;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.45;0.639893;-0.763733;-0.0814819;0.0251465;58;-983;-172;-0.188;0;0.125;-55.625;172.5;-13.75;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0680171
12.46;0.639893;-0.763733;-0.0814819;0.0251465;66;-985;-162;0.063;-0.188;0.063;-55.625;172.5;-13.75;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.48;0.639893;-0.763733;-0.0814819;0.0251465;61;-983;-178;-0.125;-0.125;0.188;-55.625;172.5;-13.75;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.49;0.639893;-0.763733;-0.0814819;0.0251465;63;-986;-168;0.125;-0.125;0.188;-48.75;172.5;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0679144
12.5;0.639893;-0.763733;-0.0814819;0.0251465;63;-986;-168;0.125;-0.125;0.188;-48.75;172.5;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0517125;-0.0679144
12.51;0.639893;-0.763733;-0.0814819;0.0251465;73;-979;-179;0.063;0.188;-0.063;-48.75;172.5;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.52;0.639893;-0.763733;-0.0814819;0.0251465;62;-979;-181;0.188;0;-0.063;-48.75;172.5;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.154031;-0.0515544;-0.0679144
12.53;0.639893;-0.763733;-0.0814819;0.0251465;62;-979;-181;0.188;0;-0.063;-48.75;172.5;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.54;0.639893;-0.763733;-0.0814819;0.0251465;51;-987;-169;-0.125;0.063;0.125;-48.75;172.5;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.55;0.639893;-0.763733;-0.0814819;0.0251465;60;-988;-172;-0.313;-0.063;-0.188;-55.625;180.625;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0515544;-0.0680171
12.56;0.639893;-0.763733;-0.0814819;0.0251465;67;-983;-169;0;0.125;0;-55.625;180.625;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.154031;-0.0515544;-0.0679144
12.57;0.639893;-0.763733;-0.0814819;0.0251465;67;-983;-169;0;0.125;0;-55.625;180.625;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.58;0.639893;-0.763733;-0.0814819;0.0251465;67;-984;-178;0.125;-0.063;0.063;-55.625;180.625;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.59;0.639893;-0.763733;-0.0814819;0.0251465;59;-983;-177;0.063;-0.125;-0.063;-55.625;180.625;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.6;0.639893;-0.763733;-0.0814819;0.0251465;58;-981;-167;0.063;0.063;0.188;-40.625;170;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.61;0.639893;-0.763733;-0.0814819;0.0251465;58;-981;-167;0.063;0.063;0.188;-40.625;170;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153793;-0.0516335;-0.0679144
12.62;0.639893;-0.763733;-0.0814819;0.0251465;61;-982;-184;0.063;-0.125;0;-40.625;170;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0680171
12.63;0.639893;-0.763733;-0.0814819;0.0251465;59;-985;-177;0.25;0.125;0.063;-40.625;170;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0517125;-0.0679144
12.64;0.639893;-0.763733;-0.0814819;0.0251465;70;-983;-166;0.063;0.063;0;-36.875;170;-1.875;1.60995;-1.68005;0.0623061;0.238619;-0.153873;-0.0517125;-0.0679144
12.65;0.639893;-0.763733;-0.0814819;0.0251465;70;-983;-166;0.063;0.063;0;-36.875;170;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0680171
12.66;0.639893;-0.763733;-0.0814819;0.0251465;71;-982;-173;-0.125;0.125;-0.125;-36.875;170;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.154031;-0.0517125;-0.0680171
12.67;0.639893;-0.763733;-0.0814819;0.0251465;69;-979;-184;0;0;0.125;-36.875;170;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.154031;-0.0517125;-0.0679144
12.68;0.639893;-0.763733;-0.0814819;0.0251465;57;-982;-172;-0.125;-0.063;-0.063;-36.875;170;-1.875;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.69;0.639893;-0.763733;-0.0814819;0.0251465;59;-985;-170;0;0.25;-0.063;-51.875;172.5;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0517125;-0.0679144
12.7;0.639893;-0.763733;-0.0814819;0.0251465;59;-985;-170;0;0.25;-0.063;-51.875;172.5;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153873;-0.0517125;-0.0679144
12.71;0.639893;-0.763733;-0.0814819;0.0251465;61;-988;-165;-0.063;0.375;-0.188;-51.875;172.5;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153952;-0.0516335;-0.0679144
12.72;0.639893;-0.763733;-0.0814819;0.0251465;63;-986;-176;-0.188;0.125;0;-51.875;172.5;-5.625;1.60995;-1.68008;0.0622605;0.238619;-0.153793;-0.0516335;-0.0679144
