w2:4.3cm;l2:30.3cm;w1:4cm;l1:23.75cm;;;;;;;;;;;;;;;;;
27.16;0.547913;-0.783875;-0.256226;-0.140381;515;-788;-366;0.5;3.563;-0.625;-171.875;126.875;2.5;1.11831;-1.45199;0.0779055;0.708017;-0.153556;0.129677;-0.0844563
27.17;0.548096;-0.783691;-0.256043;-0.140991;547;-797;-353;0.688;3.813;-1;-171.875;126.875;2.5;1.11827;-1.45144;0.0786353;0.718329;-0.153319;0.129756;-0.0844563
27.18;0.548279;-0.783569;-0.25592;-0.141357;502;-785;-364;1.5;4.875;-1.438;-171.875;133.75;-0.625;1.11827;-1.45087;0.0792282;0.728726;-0.15324;0.129835;-0.0843535
27.19;0.548279;-0.783569;-0.25592;-0.141357;502;-785;-364;1.5;4.875;-1.438;-171.875;133.75;-0.625;1.11827;-1.45017;0.0796844;0.738953;-0.153161;0.130072;-0.0843535
27.2;0.548462;-0.783386;-0.255798;-0.141724;509;-783;-352;1.5;4.313;-1.875;-171.875;133.75;-0.625;1.11824;-1.44935;0.0797756;0.748753;-0.152845;0.130072;-0.0843535
27.21;0.548645;-0.783203;-0.255737;-0.14209;492;-790;-361;1.75;4.125;-2;-171.875;133.75;-0.625;1.1182;-1.4484;0.07973;0.758127;-0.152924;0.130309;-0.0843535
27.22;0.54895;-0.782837;-0.255798;-0.1427;529;-807;-349;1.875;2.875;-2.563;-171.875;133.75;-0.625;1.1182;-1.44737;0.0796387;0.767331;-0.152924;0.130784;-0.0844563
27.23;0.549133;-0.782654;-0.255981;-0.142883;512;-790;-342;3.375;0.688;-4.313;-175.625;125.625;-0.625;1.1182;-1.44629;0.0795475;0.775853;-0.153003;0.130863;-0.0843535
27.24;0.549133;-0.782654;-0.255981;-0.142883;512;-790;-342;3.375;0.688;-4.313;-175.625;125.625;-0.625;1.1182;-1.44501;0.0795019;0.784546;-0.152766;0.131416;-0.0843535
27.25;0.549377;-0.782349;-0.256287;-0.143066;520;-806;-321;4.125;0.75;-4.563;-175.625;125.625;-0.625;1.1182;-1.44373;0.0792738;0.792983;-0.152449;0.131733;-0.0843535
27.26;0.549683;-0.781982;-0.256592;-0.14325;494;-773;-340;4.75;0.938;-4.938;-175.625;125.625;-0.625;1.1182;-1.44213;0.0787721;0.802442;-0.152054;0.132128;-0.0843535
27.27;0.550293;-0.78125;-0.257263;-0.143677;512;-788;-350;5;0.938;-5.188;-175.625;125.625;-0.625;1.1182;-1.44064;0.0779055;0.810112;-0.151659;0.132365;-0.0840453
27.28;0.550537;-0.780884;-0.25769;-0.143799;504;-775;-357;5.375;-1.5;-6.125;-171.875;117.5;6.875;1.1182;-1.43909;0.0769476;0.817186;-0.151659;0.132681;-0.0840453
27.29;0.550781;-0.780518;-0.25824;-0.14386;533;-806;-338;6.125;-2.813;-7.125;-171.875;117.5;6.875;1.1182;-1.43744;0.076081;0.824003;-0.151342;0.133314;-0.0840453
27.3;0.550781;-0.780518;-0.25824;-0.14386;533;-806;-338;6.125;-2.813;-7.125;-171.875;117.5;6.875;1.1182;-1.43564;0.0755337;0.830224;-0.151263;0.134342;-0.0840453
27.31;0.551086;-0.78009;-0.258911;-0.143921;531;-799;-331;6.625;-3.75;-7.75;-171.875;117.5;6.875;1.1182;-1.43361;0.0749407;0.83602;-0.150393;0.135844;-0.0840453
27.32;0.551758;-0.779114;-0.260498;-0.143921;530;-776;-335;7.375;-3.188;-8;-171.875;117.5;6.875;1.11824;-1.43146;0.0743477;0.841048;-0.149445;0.137109;-0.0840453
27.33;0.552124;-0.778564;-0.26123;-0.144104;538;-766;-331;7.813;-1.75;-8.188;-175.625;130.625;-0.625;1.1182;-1.42932;0.0734811;0.845735;-0.148021;0.138533;-0.0840453
27.34;0.552551;-0.777954;-0.262024;-0.144348;547;-778;-339;8.875;-1.75;-9.563;-175.625;130.625;-0.625;1.1182;-1.42701;0.0725233;0.849825;-0.146993;0.140351;-0.0840453
27.35;0.552551;-0.777954;-0.262024;-0.144348;547;-778;-339;8.875;-1.75;-9.563;-175.625;130.625;-0.625;1.1182;-1.42457;0.0717022;0.853319;-0.145965;0.14217;-0.0840453
27.36;0.55304;-0.777283;-0.262878;-0.144531;548;-788;-353;9.188;-2.688;-10.063;-175.625;130.625;-0.625;1.1182;-1.42155;0.0707444;0.856813;-0.144779;0.143989;-0.0839426
27.37;0.553467;-0.776611;-0.263794;-0.144714;540;-767;-325;9.75;-2.75;-10.75;-175.625;130.625;-0.625;1.1182;-1.41886;0.0696953;0.85937;-0.144226;0.145333;-0.0839426
27.38;0.554443;-0.775208;-0.265808;-0.145081;522;-780;-315;9.875;-2.313;-11.25;-175.625;130.625;6.875;1.11824;-1.4161;0.0686918;0.861671;-0.144226;0.146124;-0.0839426
27.39;0.554993;-0.774414;-0.266785;-0.145325;526;-781;-321;10.563;-2;-11.438;-175.625;130.625;6.875;1.1182;-1.41341;0.0675515;0.863546;-0.144305;0.146677;-0.0839426
27.4;0.554993;-0.774414;-0.266785;-0.145325;526;-781;-321;10.563;-2;-11.438;-175.625;130.625;6.875;1.11824;-1.41058;0.0663656;0.864995;-0.144147;0.146993;-0.0839426
27.41;0.555481;-0.773682;-0.267761;-0.145447;505;-755;-337;10.938;-2.813;-11.938;-175.625;130.625;6.875;1.11824;-1.4076;0.0653622;0.865847;-0.144305;0.147468;-0.0839426
27.4204;0.555969;-0.772949;-0.268799;-0.145569;555;-794;-333;11.063;-3.938;-12;-175.625;130.625;6.875;1.11824;-1.40464;0.0643131;0.866273;-0.144463;0.147784;-0.0837371
27.4304;0.557007;-0.771362;-0.271118;-0.145752;551;-787;-327;11.25;-3.938;-12.625;-175.625;125.625;18.75;1.11824;-1.40149;0.0632184;0.866614;-0.1447;0.148021;-0.0837371
27.4404;0.557556;-0.770569;-0.272217;-0.145935;534;-766;-333;11.938;-2.875;-12.938;-175.625;125.625;18.75;1.11824;-1.39823;0.0620325;0.866529;-0.144937;0.148258;-0.0838398
27.4504;0.558106;-0.769714;-0.273438;-0.146118;548;-776;-323;12.375;-2.313;-13.813;-175.625;125.625;18.75;1.11824;-1.39503;0.0609378;0.866529;-0.144937;0.1481;-0.0838398
27.4604;0.558106;-0.769714;-0.273438;-0.146118;548;-776;-323;12.375;-2.313;-13.813;-175.625;125.625;18.75;1.11824;-1.39114;0.0597062;0.866443;-0.145175;0.148338;-0.0838398
27.4704;0.558655;-0.768799;-0.274597;-0.146362;527;-772;-355;12.688;-2.563;-14.25;-175.625;125.625;18.75;1.11824;-1.38789;0.0586116;0.866529;-0.145096;0.148258;-0.0838398
27.4799;0.559814;-0.767029;-0.2771;-0.146729;532;-776;-318;12.625;-3.625;-14.625;-175.625;125.625;18.75;1.11824;-1.38466;0.05738;0.866529;-0.145017;0.148179;-0.0837371
27.49;0.560364;-0.766113;-0.27832;-0.146912;543;-797;-322;12.625;-2.625;-14.5;-175.625;130;10.625;1.11824;-1.38145;0.0564678;0.866529;-0.145254;0.148417;-0.0837371
27.5;0.560974;-0.765198;-0.27948;-0.147095;526;-783;-330;12.938;-2.813;-14.625;-175.625;130;10.625;1.11827;-1.37811;0.0554187;0.866529;-0.145175;0.148654;-0.0837371
27.5099;0.560974;-0.765198;-0.27948;-0.147095;526;-783;-330;12.938;-2.813;-14.625;-175.625;130;10.625;1.11827;-1.37485;0.0542328;0.866529;-0.145175;0.148496;-0.0837371
27.52;0.561523;-0.764282;-0.280701;-0.147278;552;-797;-320;12.938;-2.563;-14.563;-175.625;130;10.625;1.11824;-1.37151;0.0532749;0.866529;-0.145254;0.148733;-0.0837371
27.53;0.562744;-0.762451;-0.283142;-0.147766;540;-763;-335;13.25;-1.75;-14.688;-175.625;130;10.625;1.11827;-1.36823;0.0522259;0.866529;-0.145254;0.148891;-0.0837371
27.5399;0.563354;-0.761475;-0.284424;-0.147949;539;-785;-335;13.375;-2.875;-15.313;-185.625;125.625;6.875;1.11824;-1.36421;0.0507663;0.866614;-0.145096;0.148575;-0.0837371
27.55;0.563965;-0.760498;-0.285706;-0.148193;558;-771;-323;13.5;-1.813;-15.188;-185.625;125.625;6.875;1.11827;-1.36079;0.049854;0.866614;-0.145175;0.148812;-0.0837371
27.56;0.563965;-0.760498;-0.285706;-0.148193;558;-771;-323;13.5;-1.813;-15.188;-185.625;125.625;6.875;1.11827;-1.35751;0.0488962;0.866614;-0.145096;0.148733;-0.0835316
27.5699;0.564575;-0.759583;-0.286926;-0.148438;537;-777;-346;13.625;-2.688;-15.375;-185.625;125.625;6.875;1.11824;-1.3543;0.0474366;0.866699;-0.145017;0.148338;-0.0835316
27.5799;0.565125;-0.758606;-0.288208;-0.148621;564;-774;-294;13.375;-2.625;-15.688;-185.625;125.625;6.875;1.11824;-1.35102;0.0461138;0.86704;-0.145017;0.148654;-0.0835316
27.59;0.566284;-0.756653;-0.29071;-0.14917;533;-767;-351;13.375;-1.375;-15.375;-181.875;117.5;10.625;1.11824;-1.34789;0.0450648;0.86721;-0.145254;0.148891;-0.0835316
27.5999;0.566773;-0.755737;-0.292053;-0.149292;541;-760;-337;13.188;-3.625;-15.625;-181.875;117.5;10.625;1.11824;-1.34474;0.0436964;0.867466;-0.144937;0.148733;-0.0835316
27.61;0.567261;-0.754883;-0.293457;-0.149414;553;-778;-330;13;-3.5;-15.375;-181.875;117.5;10.625;1.11824;-1.34154;0.0422368;0.867977;-0.144858;0.148496;-0.0834288
27.62;0.567261;-0.754883;-0.293457;-0.149414;553;-778;-330;13;-3.5;-15.375;-181.875;117.5;10.625;1.11827;-1.33861;0.0412333;0.868659;-0.145254;0.148891;-0.0834288
27.64;0.568665;-0.752197;-0.297363;-0.149719;562;-756;-324;12.813;-4.813;-15;-175;117.5;-8.75;1.11827;-1.3353;0.0394089;0.869852;-0.145096;0.148891;-0.0835316
27.65;0.569153;-0.751343;-0.298584;-0.14978;553;-771;-307;12.313;-3.875;-14.25;-175;117.5;-8.75;1.11827;-1.33266;0.0379037;0.871386;-0.145175;0.148812;-0.0834288
27.6599;0.569519;-0.750549;-0.299805;-0.14978;532;-755;-350;11.25;-5.938;-13.313;-175;117.5;-8.75;1.11827;-1.33019;0.0364897;0.873346;-0.145175;0.148812;-0.0835316
27.6699;0.569519;-0.750549;-0.299805;-0.14978;532;-755;-350;11.25;-5.938;-13.313;-175;117.5;-8.75;1.11827;-1.32797;0.035395;0.875733;-0.145175;0.14897;-0.0835316
27.68;0.569763;-0.749878;-0.301025;-0.149658;546;-752;-332;10.438;-5.813;-12.563;-175;117.5;-8.75;1.11827;-1.32582;0.0340722;0.87846;-0.145096;0.149049;-0.0835316
27.6899;0.570007;-0.749268;-0.302246;-0.149536;539;-761;-319;9.875;-5.25;-11.688;-192.5;117.5;-0.625;1.11827;-1.3237;0.0327039;0.881613;-0.144937;0.148891;-0.0835316
27.6999;0.570435;-0.748108;-0.304382;-0.149231;541;-730;-346;9.438;-4.5;-10.688;-192.5;117.5;-0.625;1.11827;-1.32188;0.0311987;0.884936;-0.145096;0.148891;-0.0834288
27.71;0.570557;-0.74762;-0.30542;-0.149109;564;-766;-341;8.188;-6.125;-10;-192.5;117.5;-0.625;1.11827;-1.32012;0.029511;0.888686;-0.145017;0.148812;-0.0834288
27.7199;0.570557;-0.74762;-0.30542;-0.149109;564;-766;-341;8.188;-6.125;-10;-192.5;117.5;-0.625;1.11827;-1.31838;0.0277778;0.892692;-0.145017;0.14897;-0.0834288
27.73;0.570618;-0.747192;-0.306457;-0.148865;550;-758;-334;7.625;-7.313;-9.563;-192.5;117.5;-0.625;1.11827;-1.31648;0.0258621;0.897975;-0.145096;0.149049;-0.0834288
27.74;0.570618;-0.746826;-0.307495;-0.14856;557;-763;-309;7.125;-8;-9.313;-181.875;111.875;10.625;1.11827;-1.31502;0.0243113;0.902662;-0.145333;0.14897;-0.0834288
27.75;0.57074;-0.746033;-0.30957;-0.147949;546;-750;-312;6.625;-8;-9;-181.875;111.875;10.625;1.11824;-1.31371;0.0227604;0.907946;-0.145254;0.149049;-0.0834288
27.7599;0.57074;-0.746033;-0.30957;-0.147949;546;-750;-312;6.625;-8;-9;-181.875;111.875;10.625;1.11827;-1.31252;0.0211184;0.913486;-0.145096;0.149049;-0.0834288
27.77;0.57074;-0.745667;-0.310547;-0.147522;528;-739;-322;6.5;-7.688;-8.063;-181.875;111.875;10.625;1.11827;-1.31143;0.0192939;0.919281;-0.144858;0.14897;-0.0834288
27.78;0.57074;-0.745422;-0.311401;-0.147095;543;-753;-331;5.813;-7.5;-6.563;-181.875;111.875;10.625;1.11827;-1.31035;0.0174694;0.925161;-0.145017;0.149128;-0.0832233
27.7899;0.57074;-0.745178;-0.312195;-0.146668;572;-772;-322;5.5;-8.375;-6.313;-177.5;110.625;-0.625;1.11827;-1.30929;0.0155993;0.931467;-0.145175;0.149286;-0.0832233
27.8;0.570618;-0.74469;-0.314026;-0.145752;567;-750;-324;5;-9.688;-6.313;-177.5;110.625;-0.625;1.11831;-1.30831;0.0140485;0.937433;-0.145254;0.149365;-0.0832233
27.8099;0.570618;-0.74469;-0.314026;-0.145752;567;-750;-324;5;-9.688;-6.313;-177.5;110.625;-0.625;1.11835;-1.30717;0.0121328;0.945017;-0.145096;0.149365;-0.0832233
27.8199;0.570618;-0.744385;-0.314941;-0.145325;577;-761;-312;4.938;-9.625;-6.375;-177.5;110.625;-0.625;1.11842;-1.30625;0.010582;0.951324;-0.145175;0.149445;-0.0832233
27.83;0.570618;-0.74408;-0.315796;-0.144898;571;-773;-309;4.875;-8.063;-5.75;-177.5;110.625;-0.625;1.11849;-1.30535;0.00907681;0.95763;-0.145175;0.149603;-0.0832233
27.8399;0.570679;-0.743774;-0.31665;-0.144531;583;-758;-318;4.688;-8.5;-5.563;-181.875;106.875;2.5;1.1186;-1.30454;0.00770845;0.963851;-0.145096;0.149682;-0.0832233
27.8499;0.570679;-0.743225;-0.318237;-0.143799;574;-762;-312;4.563;-8.063;-5.563;-181.875;106.875;2.5;1.11871;-1.30367;0.00652253;0.970243;-0.145017;0.149761;-0.0832233
27.8604;0.570679;-0.742981;-0.31897;-0.143433;565;-740;-322;4.813;-7.438;-5.313;-181.875;106.875;2.5;1.11893;-1.30285;0.00542784;0.976549;-0.144779;0.149682;-0.0832233
27.8703;0.570679;-0.742981;-0.31897;-0.143433;565;-740;-322;4.813;-7.438;-5.313;-181.875;106.875;2.5;1.11915;-1.30204;0.0045156;0.982515;-0.144621;0.149682;-0.0832233
27.8803;0.57074;-0.742676;-0.319702;-0.143127;571;-758;-313;4.313;-5.875;-4.625;-181.875;106.875;2.5;1.11948;-1.3012;0.00346652;0.98848;-0.1447;0.149761;-0.0832233
27.8904;0.57074;-0.742432;-0.320373;-0.142822;588;-753;-311;4.438;-5.375;-4.313;-182.5;115;-0.625;1.12006;-1.30019;0.00241744;0.995127;-0.144779;0.14984;-0.0832233
27.9004;0.570984;-0.741882;-0.321472;-0.142395;564;-770;-297;4.5;-4.438;-4;-182.5;115;-0.625;1.12061;-1.29935;0.00155081;1.00041;-0.144779;0.14984;-0.0832233
27.9103;0.571106;-0.741577;-0.32196;-0.142151;588;-744;-327;5.063;-4.125;-3.75;-182.5;115;-0.625;1.12127;-1.29851;0.00086663;1.00518;-0.1447;0.149919;-0.0832233
27.9204;0.571106;-0.741577;-0.32196;-0.142151;588;-744;-327;5.063;-4.125;-3.75;-182.5;115;-0.625;1.12196;-1.29748;-4.56121e-05;1.00962;-0.144779;0.14984;-0.0832233
27.93;0.57135;-0.741272;-0.322388;-0.141968;563;-771;-293;5.563;-2.563;-2.875;-182.5;115;-0.625;1.1228;-1.29644;-0.00086663;1.01371;-0.144858;0.150077;-0.0832233
27.9399;0.571594;-0.740967;-0.322693;-0.141785;566;-751;-285;5.938;-1.688;-2.438;-181.875;115;-0.625;1.12368;-1.29547;-0.00177887;1.01754;-0.144858;0.150235;-0.0832233
27.9499;0.57196;-0.740601;-0.322998;-0.141602;578;-753;-280;6.313;-2;-2.438;-181.875;115;-0.625;1.12474;-1.2946;-0.00278234;1.02103;-0.144858;0.150235;-0.0832233
27.96;0.57196;-0.740601;-0.322998;-0.141602;578;-753;-280;6.313;-2;-2.438;-181.875;115;-0.625;1.12594;-1.29376;-0.00374019;1.02461;-0.144858;0.150235;-0.0832233
27.97;0.572632;-0.739868;-0.323669;-0.141235;569;-751;-300;7.188;-2.063;-2.375;-181.875;115;-0.625;1.12759;-1.29267;-0.00501733;1.02853;-0.144542;0.150552;-0.0832233
27.9799;0.572998;-0.739441;-0.323975;-0.14093;557;-775;-280;7.875;-2.688;-1.313;-181.875;115;-0.625;1.12908;-1.29177;-0.00597519;1.03109;-0.144384;0.150868;-0.0833261
27.99;0.573486;-0.739075;-0.324219;-0.140564;553;-752;-284;8.25;-2.313;-0.5;-181.875;106.875;11.875;1.13084;-1.29074;-0.00697865;1.03322;-0.143435;0.151975;-0.0833261
27.9999;0.574524;-0.738281;-0.324585;-0.13977;576;-756;-278;8.688;-2.375;0.313;-181.875;106.875;11.875;1.13277;-1.28958;-0.00784528;1.03458;-0.14217;0.15324;-0.0833261
28.0099;0.575195;-0.737732;-0.324707;-0.139343;578;-781;-262;9.625;-2;0.5;-181.875;106.875;11.875;1.13474;-1.28849;-0.0086663;1.03561;-0.140668;0.155217;-0.0832233
28.02;0.575195;-0.737732;-0.324707;-0.139343;578;-781;-262;9.625;-2;0.5;-181.875;106.875;11.875;1.13697;-1.28732;-0.0098066;1.03637;-0.139244;0.157589;-0.0833261
28.0299;0.57605;-0.737183;-0.324768;-0.138916;581;-776;-247;11.563;-0.563;1.313;-181.875;106.875;11.875;1.1392;-1.2861;-0.0110381;1.03689;-0.137742;0.159566;-0.0832233
28.0399;0.576782;-0.736633;-0.324829;-0.13855;564;-769;-254;12.625;0.313;1.563;-190;110;15.625;1.1415;-1.28493;-0.0122697;1.03723;-0.13624;0.161226;-0.0832233
28.06;0.577576;-0.736084;-0.324829;-0.138123;548;-738;-272;13.125;0.125;1.813;-190;110;15.625;1.14402;-1.28379;-0.0132731;1.0374;-0.134974;0.162966;-0.0833261
28.0699;0.579285;-0.734863;-0.325012;-0.137085;564;-765;-274;13.75;-1.625;1.875;-190;110;15.625;1.14738;-1.28246;-0.0145047;1.0374;-0.133709;0.164547;-0.0831206
28.08;0.5802;-0.734192;-0.325073;-0.136475;578;-779;-257;15.063;-0.563;2.875;-190;110;15.625;1.15027;-1.28132;-0.0155081;1.0374;-0.133551;0.165496;-0.0831206
28.0899;0.581421;-0.733398;-0.32489;-0.135803;581;-775;-274;15.5;0.25;3.813;-193.75;113.75;11.875;1.1533;-1.28024;-0.0168765;1.0374;-0.133393;0.165496;-0.0831206
28.0999;0.582519;-0.732727;-0.324768;-0.135193;571;-783;-267;16;0.75;4.438;-193.75;113.75;11.875;1.1564;-1.27912;-0.0182905;1.0374;-0.133472;0.165417;-0.0831206
28.1099;0.584778;-0.731323;-0.324463;-0.133789;547;-757;-298;16.688;0.188;5;-193.75;113.75;11.875;1.15951;-1.27812;-0.0197957;1.0374;-0.13363;0.165575;-0.0831206
28.1199;0.584778;-0.731323;-0.324463;-0.133789;547;-757;-298;16.688;0.188;5;-193.75;113.75;11.875;1.16257;-1.27709;-0.0214377;1.0374;-0.133551;0.165496;-0.0831206
28.1299;0.585877;-0.730652;-0.324341;-0.132996;564;-785;-272;17;-0.75;5.313;-193.75;113.75;11.875;1.16568;-1.276;-0.0232622;1.0374;-0.133551;0.165654;-0.0831206
28.14;0.586975;-0.729981;-0.324219;-0.132202;561;-791;-260;17.25;-1.688;5.563;-178.75;110;11.875;1.1694;-1.27475;-0.0254516;1.0374;-0.13363;0.165733;-0.0831206
28.1499;0.588074;-0.729309;-0.324158;-0.131348;566;-772;-277;17.688;-2.563;5;-178.75;110;11.875;1.17258;-1.27364;-0.0273217;1.0374;-0.133709;0.16597;-0.0831206
28.1599;0.589111;-0.728577;-0.324158;-0.130432;583;-763;-291;17.688;-3.188;5;-178.75;110;11.875;1.17569;-1.27258;-0.0291005;1.0374;-0.133551;0.16597;-0.0831206
28.17;0.589111;-0.728577;-0.324158;-0.130432;583;-763;-291;17.688;-3.188;5;-178.75;110;11.875;1.17894;-1.27152;-0.0308794;1.0374;-0.133709;0.166129;-0.0831206
28.1799;0.591186;-0.727173;-0.32428;-0.12854;571;-787;-265;18.063;-3;4.875;-178.75;110;11.875;1.18222;-1.27052;-0.032567;1.0374;-0.133472;0.166208;-0.0831206
28.1899;0.592285;-0.72644;-0.324341;-0.127625;584;-777;-273;17.938;-3.063;4.938;-178.75;105.625;20;1.18547;-1.26957;-0.0341635;1.0374;-0.133551;0.166287;-0.0831206
28.2;0.593323;-0.725708;-0.324341;-0.126709;587;-785;-272;18.25;-2.188;5.188;-178.75;105.625;20;1.1888;-1.26859;-0.0357143;1.0374;-0.133393;0.166287;-0.0831206
28.21;0.594421;-0.724976;-0.324341;-0.125794;561;-786;-270;18.063;-1.375;5.438;-178.75;105.625;20;1.19209;-1.26769;-0.0372195;1.03748;-0.133472;0.166524;-0.0831206
28.2199;0.59668;-0.723511;-0.324219;-0.124085;580;-779;-265;17.938;-1.375;5.625;-178.75;105.625;20;1.19596;-1.26669;-0.0389071;1.03748;-0.133551;0.166603;-0.0831206
28.23;0.59668;-0.723511;-0.324219;-0.124085;580;-779;-265;17.938;-1.375;5.625;-178.75;105.625;20;1.1991;-1.2659;-0.0402299;1.03757;-0.133551;0.166603;-0.0831206
28.24;0.597778;-0.722778;-0.324158;-0.12323;566;-790;-261;17.625;-0.938;5.688;-186.875;108.75;-0.625;1.20242;-1.26517;-0.0414614;1.03765;-0.133393;0.166603;-0.0831206
28.2499;0.598877;-0.722107;-0.324036;-0.122375;554;-777;-250;17.375;-0.563;5.938;-186.875;108.75;-0.625;1.20575;-1.26449;-0.0425105;1.03782;-0.133551;0.166603;-0.0831206
28.26;0.599976;-0.721375;-0.323852;-0.121643;555;-776;-272;16.938;0.063;6.5;-186.875;108.75;-0.625;1.20892;-1.26384;-0.0436964;1.03774;-0.13363;0.166682;-0.0831206
28.27;0.602051;-0.720093;-0.323364;-0.120056;559;-775;-261;16.563;0.688;7;-186.875;108.75;-0.625;1.21225;-1.26316;-0.0447455;1.03774;-0.133709;0.166761;-0.0831206
28.2799;0.602051;-0.720093;-0.323364;-0.120056;559;-775;-261;16.563;0.688;7;-186.875;108.75;-0.625;1.21553;-1.26259;-0.0457033;1.03782;-0.133788;0.16684;-0.0831206
28.29;0.603149;-0.719421;-0.323059;-0.119324;556;-793;-256;16.75;1.563;7.188;-182.5;112.5;-0.625;1.21871;-1.26213;-0.04657;1.03782;-0.133947;0.166998;-0.0831206
28.3;0.604248;-0.718811;-0.322693;-0.118591;546;-780;-249;16.063;1.5;7.688;-182.5;112.5;-0.625;1.22277;-1.2615;-0.047619;1.03782;-0.133788;0.167156;-0.0831206
28.31;0.605286;-0.718201;-0.322327;-0.117798;574;-804;-242;16.063;1.875;7.688;-182.5;112.5;-0.625;1.22613;-1.26099;-0.0484857;1.03774;-0.133867;0.166919;-0.0832233
28.3203;0.607422;-0.717041;-0.321472;-0.116394;558;-783;-263;15.813;2.75;8.5;-182.5;112.5;-0.625;1.22938;-1.26055;-0.0492155;1.03774;-0.133867;0.167077;-0.0831206
28.3303;0.607422;-0.717041;-0.321472;-0.116394;558;-783;-263;15.813;2.75;8.5;-182.5;112.5;-0.625;1.23255;-1.26012;-0.0500365;1.03782;-0.134026;0.167236;-0.0831206
28.3403;0.608521;-0.716431;-0.320984;-0.115723;575;-793;-240;15.438;2.875;8.75;-178.75;110;7.5;1.23569;-1.25966;-0.0507207;1.03774;-0.133947;0.167156;-0.0832233
28.3503;0.609558;-0.715881;-0.320496;-0.115051;550;-782;-237;15.313;2.813;8.625;-178.75;110;7.5;1.23891;-1.25922;-0.0515417;1.03774;-0.134105;0.167315;-0.0831206
28.3603;0.610657;-0.715332;-0.319946;-0.11438;551;-797;-232;15.063;3.188;8.75;-178.75;110;7.5;1.24205;-1.25879;-0.0521803;1.03774;-0.134105;0.167315;-0.0831206
28.3703;0.611694;-0.714722;-0.319458;-0.113709;557;-809;-220;15.125;2.688;8.5;-178.75;110;7.5;1.2453;-1.25846;-0.0527276;1.03774;-0.134026;0.167236;-0.0831206
28.3799;0.613769;-0.713562;-0.318481;-0.112427;566;-785;-237;14.875;2.688;8.25;-171.875;108.75;2.5;1.24855;-1.25822;-0.0531381;1.03782;-0.133947;0.167315;-0.0831206
28.39;0.613769;-0.713562;-0.318481;-0.112427;566;-785;-237;14.875;2.688;8.25;-171.875;108.75;2.5;1.25239;-1.25789;-0.0536855;1.03782;-0.133867;0.167236;-0.0832233
28.3999;0.614868;-0.713013;-0.317932;-0.111755;550;-817;-209;14.688;3.313;8.563;-171.875;108.75;2.5;1.25545;-1.25754;-0.0541872;1.03782;-0.133947;0.167315;-0.0831206
28.41;0.615906;-0.712463;-0.317322;-0.111145;572;-810;-217;14.813;4.875;9.25;-171.875;108.75;2.5;1.25863;-1.25716;-0.054917;1.03782;-0.133867;0.167236;-0.0831206
28.42;0.617004;-0.711914;-0.31665;-0.110596;548;-791;-234;14.5;4.875;9.188;-171.875;108.75;2.5;1.26174;-1.25681;-0.0556012;1.03782;-0.133947;0.167473;-0.0832233
28.43;0.619019;-0.710877;-0.31543;-0.109436;544;-797;-222;14.313;4;9.063;-163.75;120;-5;1.26477;-1.25653;-0.0560573;1.03774;-0.134105;0.167473;-0.0832233
28.44;0.619019;-0.710877;-0.31543;-0.109436;544;-797;-222;14.313;4;9.063;-163.75;120;-5;1.26802;-1.25632;-0.056331;1.03782;-0.133947;0.167473;-0.0832233
28.45;0.620056;-0.710327;-0.31488;-0.108826;547;-802;-203;14.25;3.313;8.688;-163.75;120;-5;1.27123;-1.25615;-0.0566046;1.03782;-0.133788;0.167473;-0.0832233
28.46;0.621033;-0.709778;-0.314392;-0.108154;554;-818;-200;14.125;3.813;8.688;-163.75;120;-5;1.2743;-1.25596;-0.0569239;1.03782;-0.133867;0.167552;-0.0832233
28.47;0.62207;-0.709229;-0.313782;-0.107544;545;-815;-207;14.188;5.063;9.375;-163.75;120;-5;1.27751;-1.25577;-0.0572432;1.03782;-0.133788;0.167631;-0.0832233
28.49;0.624206;-0.70813;-0.312378;-0.106445;542;-815;-205;14.063;5.313;9.5;-163.75;120;-5;1.28065;-1.25561;-0.0575169;1.03782;-0.133867;0.167394;-0.0832233
28.5;0.625305;-0.707581;-0.311646;-0.105896;547;-815;-202;14.375;5.438;9.688;-178.75;116.875;-7.5;1.28438;-1.25545;-0.0577905;1.03791;-0.133947;0.167473;-0.0832233
28.51;0.626343;-0.707092;-0.310852;-0.105347;516;-823;-203;13.625;5.125;9.813;-178.75;116.875;-7.5;1.28748;-1.25539;-0.0578818;1.03782;-0.133867;0.16771;-0.0832233
28.52;0.62738;-0.706604;-0.31012;-0.104736;552;-819;-211;13.313;5.625;10;-178.75;116.875;-7.5;1.29077;-1.25537;-0.0579274;1.03791;-0.133788;0.167631;-0.0832233
28.5299;0.629394;-0.705627;-0.308594;-0.103699;528;-829;-171;13.438;5.938;10.125;-178.75;116.875;-7.5;1.29399;-1.25537;-0.0579274;1.03791;-0.133788;0.167631;-0.0832233
28.54;0.630432;-0.705139;-0.307739;-0.10321;537;-809;-192;13.438;6.688;10.5;-186.875;120.625;-15.625;1.29709;-1.25537;-0.0579274;1.03791;-0.133947;0.167631;-0.0831206
28.55;0.630432;-0.705139;-0.307739;-0.10321;537;-809;-192;13.438;6.688;10.5;-186.875;120.625;-15.625;1.30019;-1.25534;-0.057973;1.03791;-0.134105;0.167789;-0.0832233
