0.002,1.61251,-1.67997,0.0602536,0.240409,-0.157035,-0.0540847,-0.0720241
0.004,1.61254,-1.67997,0.0602536,0.240494,-0.157035,-0.0540847,-0.0720241
0.006,1.61254,-1.67994,0.0602992,0.240409,-0.157035,-0.0540847,-0.0720241
0.008,1.61251,-1.67997,0.0602536,0.240494,-0.157114,-0.0540056,-0.0719214
0.01,1.61251,-1.67997,0.0602536,0.240494,-0.157035,-0.0539265,-0.0720241
0.012,1.61251,-1.67994,0.0602992,0.240494,-0.157035,-0.0540847,-0.0719214
0.014,1.61254,-1.67997,0.0602536,0.240494,-0.156956,-0.0540056,-0.0719214
0.016,1.61251,-1.67997,0.0602536,0.240494,-0.157035,-0.0540847,-0.0719214
0.018,1.61254,-1.67994,0.0602992,0.240409,-0.157035,-0.0540847,-0.0720241
0.02,1.61251,-1.67997,0.0602536,0.240494,-0.157035,-0.0540847,-0.0720241
0.022,1.61254,-1.67997,0.0602536,0.240409,-0.157035,-0.0540847,-0.0720241
0.024,1.61251,-1.67997,0.0602536,0.240409,-0.156956,-0.0540056,-0.0721269
0.026,1.61251,-1.67997,0.0602536,0.240494,-0.156956,-0.0540056,-0.0720241
0.028,1.61251,-1.67997,0.0602536,0.240494,-0.156956,-0.0540056,-0.0720241
0.03,1.61254,-1.67997,0.0602536,0.240494,-0.156956,-0.0540056,-0.0720241
0.032,1.61251,-1.67997,0.0602536,0.240409,-0.157035,-0.0540847,-0.0719214
0.034,1.61254,-1.67997,0.0602536,0.240494,-0.157035,-0.0540847,-0.0719214
0.036,1.61251,-1.67997,0.0602536,0.240409,-0.157035,-0.0540847,-0.0719214
0.038,1.61254,-1.67997,0.0602536,0.240494,-0.157035,-0.0540847,-0.0719214
0.04,1.61254,-1.67997,0.0602536,0.240409,-0.157035,-0.0540847,-0.0717159
0.042,1.61254,-1.67997,0.0602536,0.240409,-0.157035,-0.0540847,-0.0717159
0.044,1.61254,-1.67997,0.0602536,0.240409,-0.157035,-0.0540847,-0.0717159
0.046,1.61254,-1.67994,0.0602992,0.240409,-0.157035,-0.0540847,-0.0717159
0.048,1.61254,-1.67997,0.0602536,0.240494,-0.156956,-0.0540056,-0.0718187
0.05,1.61254,-1.67997,0.0602536,0.240409,-0.156956,-0.0540056,-0.0719214
0.052,1.61254,-1.67994,0.0602992,0.240409,-0.157035,-0.0540847,-0.0721269
0.054,1.61251,-1.67997,0.0602536,0.240494,-0.157035,-0.0540847,-0.0721269
0.056,1.61251,-1.67997,0.0602536,0.240494,-0.157035,-0.0540847,-0.0721269
0.058,1.61254,-1.67997,0.0602536,0.240494,-0.156956,-0.0541638,-0.0721269
0.06,1.61254,-1.67997,0.0602536,0.240409,-0.157035,-0.0540847,-0.0720241
0.062,1.61251,-1.67997,0.0602536,0.240409,-0.156956,-0.0541638,-0.0720241
0.064,1.61251,-1.67994,0.0602992,0.240409,-0.157035,-0.0540847,-0.0720241
0.066,1.61251,-1.67997,0.0602536,0.240409,-0.157035,-0.0540847,-0.0720241
0.068,1.61254,-1.67997,0.0602536,0.240409,-0.157035,-0.0540847,-0.0719214
0.07,1.61251,-1.67999,0.0602992,0.240494,-0.157035,-0.0540847,-0.0720241
0.072,1.61251,-1.67997,0.0602536,0.240494,-0.157035,-0.0540847,-0.0720241
0.074,1.61254,-1.67997,0.0602536,0.240494,-0.157035,-0.0540847,-0.0720241
0.076,1.61254,-1.67997,0.0602536,0.240409,-0.156956,-0.0540056,-0.0720241
0.078,1.61254,-1.67997,0.0602536,0.240494,-0.156956,-0.0540056,-0.0720241
0.08,1.61251,-1.67997,0.0602536,0.240409,-0.156956,-0.0540056,-0.0720241
0.082,1.61254,-1.67997,0.0602536,0.240409,-0.157114,-0.0540056,-0.0720241
0.084,1.61254,-1.67997,0.0602536,0.240494,-0.157035,-0.0540847,-0.0720241
0.086,1.61254,-1.67997,0.0602536,0.240409,-0.157114,-0.0540056,-0.0720241
0.088,1.61251,-1.67997,0.0602536,0.240494,-0.157193,-0.0539265,-0.0720241
0.09,1.61254,-1.67997,0.0602536,0.240494,-0.157114,-0.0540056,-0.0719214
0.092,1.61254,-1.67997,0.0602536,0.240494,-0.157114,-0.0540056,-0.0719214
0.094,1.61251,-1.67997,0.0602536,0.240494,-0.157035,-0.0540847,-0.0720241
0.096,1.61251,-1.67997,0.0602536,0.240494,-0.157035,-0.0540847,-0.0720241
0.098,1.61254,-1.67997,0.0602536,0.240494,-0.157035,-0.0540847,-0.0721269
0.1,1.61251,-1.67999,0.0602992,0.240409,-0.156956,-0.0540056,-0.0721269
0.102,1.61254,-1.67997,0.0602536,0.240409,-0.156956,-0.0541638,-0.0721269
0.104,1.61254,-1.67997,0.0602536,0.240409,-0.157035,-0.0540847,-0.0719214
