forearm: w:-1.3cm;l:17.5cm;arm: w:-3cm;l:18cm
0.00999832
0.0199909
0.0299692
0.0399809
0.0499816
0.0599616
0.0699856
0.0799558
0.0899584
0.0999889
0.109956
0.119979
0.129985
0.139978
0.149986
0.160005
0.169998
0.179987
0.190007
0.199991
0.210043
0.220057
0.229961
0.239991
0.259965
0.269986
0.279997
0.289987
0.299959
0.309988
0.319979
0.33
0.340931
0.350041
0.360003
0.369983
0.379981
0.390002
0.400045
0.409995
0.420006
0.429997
0.440004
0.449994
0.459974
0.470004
0.479971
0.490013
0.499994
0.509978
0.519993
0.53
0.540003
0.549995
0.559968
0.570003
0.579972
0.590004
0.59999
0.609972
0.620004
0.629967
0.63997
0.650006
0.659967
0.670004
0.680005
0.690002
0.700018
0.709969
0.729968
0.740003
0.750003
0.759999
0.770003
0.779966
0.790078
0.799992
0.809964
0.819996
0.829976
0.840005
0.850001
0.859961
0.86997
0.879964
0.889984
0.900007
0.909971
0.919989
0.929971
0.93999
0.949999
0.959995
0.969995
0.979961
0.989987
0.999989
1.00998
1.01999
1.02999
1.03998
1.04996
1.05999
1.06999
1.07996
1.08999
1.09999
1.10997
1.11999
1.12999
1.13996
1.14998
1.15996
1.16998
1.17996
1.19997
1.20998
1.22
1.22999
1.24
1.25
1.26
1.27
1.27997
1.29
1.3
1.30997
1.31997
1.32998
1.33997
1.34999
1.35998
1.36998
1.37997
1.39
1.39999
1.40997
1.42
1.42998
1.44
1.44996
1.45996
1.46999
1.47997
1.48999
1.49998
1.50996
1.51999
1.52996
1.53996
1.54999
1.55996
1.56996
1.57999
1.58999
1.59996
1.60996
1.61998
1.62998
1.63999
1.64998
1.67001
1.67998
1.69
1.70001
1.70997
1.72
1.73
1.74
1.75001
1.75997
1.77
1.77997
1.78998
1.80004
1.80996
1.81997
1.82996
1.83998
1.84997
1.85996
1.86998
1.87997
1.88998
1.89998
1.90996
1.91997
1.92996
1.93996
1.94999
1.95996
1.96996
1.97998
1.98998
1.99998
2.00996
2.01998
2.02998
2.03999
2.04998
2.05999
2.06998
2.07996
2.08998
2.09999
2.10996
2.11998
2.12999
2.15007
2.15996
2.16998
2.17998
2.18998
2.19998
2.20998
2.21998
2.22996
2.23998
2.24999
2.25997
2.26998
2.27996
2.28998
2.29998
2.30997
2.31998
2.32996
2.34018
2.34998
2.35999
2.36999
2.38001
2.38997
2.39998
2.40998
2.42
2.42999
2.44
2.45001
2.45997
2.46999
2.47997
2.49
2.5
2.50997
2.52
2.53
2.54
2.55
2.55997
2.56999
2.58
2.59
2.6
2.61
2.61999
2.62997
2.64
2.65007
2.65996
2.67999
2.68999
2.70005
2.71001
2.72
2.72997
2.73997
2.74998
2.75996
2.76997
2.77996
2.78998
2.79998
2.80996
2.81999
2.82997
2.83999
2.84999
2.85997
2.87
2.87999
2.88999
2.9
2.90997
2.91997
2.93
2.94
2.94997
2.95996
2.97
2.98
2.99005
2.99999
3.00999
3.01999
3.02996
3.03999
3.04999
3.05996
3.06999
3.07998
3.08998
3.09999
3.10996
3.11998
3.12996
3.13997
3.14997
3.16997
3.17996
3.18998
3.19998
3.20996
3.21998
3.22996
3.23998
3.25
3.25996
3.26999
3.27996
3.29001
3.29998
3.30999
3.32
3.33
3.33996
3.34997
3.35998
3.36999
3.37998
3.39
3.39998
3.40998
3.42002
3.42998
3.44001
3.45001
3.45997
3.47001
3.47997
3.49001
3.5
3.50997
3.52
3.52996
3.53997
3.55
3.55996
3.56996
3.58
3.59
3.59997
3.60997
3.62
3.63
3.64
3.64999
3.66209
3.67999
3.69
3.7
3.70997
3.72
3.72999
3.74
3.74999
3.75999
3.77
3.77997
3.78998
3.8
3.80997
3.82
3.82997
3.84
3.85029
3.85996
3.86998
3.87999
3.88999
3.89998
3.90997
3.91998
3.92996
3.93995
3.94998
3.95996
3.97
3.98
3.99
4
4.00997
4.02
4.02997
4.04
4.05
4.05996
4.06997
4.07997
4.09
4.10005
4.10996
4.12
4.13
4.14
4.15999
4.17
4.17996
4.18997
4.2
4.20996
4.22009
4.22996
4.24
4.24997
4.25997
4.27
4.28
4.29
4.3
4.30997
4.32
4.32997
4.33996
4.35
4.35997
4.36997
4.37998
4.38997
4.39997
4.40998
4.41997
4.42998
4.44002
4.45001
4.45998
4.46999
4.47999
4.48999
4.49996
4.50996
4.51999
4.52999
4.53999
4.54999
4.55999
4.56999
4.57996
4.58999
4.59999
4.60998
4.61997
4.62996
4.65006
4.65996
4.66999
4.67997
4.68999
4.69999
4.70996
4.71999
4.72996
4.73996
4.74999
4.75996
4.76996
4.77998
4.78999
4.79998
4.80996
4.81998
4.83
4.84
4.84999
4.85999
4.86999
4.87996
4.88999
4.89999
4.90996
4.91999
4.92999
4.93999
4.94999
4.95997
4.96999
